id,province_code,province_en_name,province,area_name,area_name_slug
1133,KRB,karbala,كربلاء,طريق بغداد,KRB1133
1134,KRB,karbala,كربلاء,حي الامام,KRB1134
1135,KRB,karbala,كربلاء,قضاء الحسينية,KRB1135
1136,KRB,karbala,كربلاء,طريق كربلاء بغداد,KRB1136
1137,KRB,karbala,كربلاء,شهداء الموظفين,KRB1137
1138,KRB,karbala,كربلاء,شارع النجف,KRB1138
1139,KRB,karbala,كربلاء,جاير,KRB1139
1140,KRB,karbala,كربلاء,حصوة السعود,KRB1140
1141,KRB,karbala,كربلاء,حي الانتفاضة الثالثة,KRB1141
1142,KRB,karbala,كربلاء,حي الشرطة,KRB1142
1143,KRB,karbala,كربلاء,البلديات,KRB1143
1144,KRB,karbala,كربلاء,المركزية,KRB1144
1145,KRB,karbala,كربلاء,الحر الصغير,KRB1145
1146,KRB,karbala,كربلاء,باب طارق,KRB1146
1147,KRB,karbala,كربلاء,باب الطاق,KRB1147
1148,KRB,karbala,كربلاء,الجمالية,KRB1148
1149,KRB,karbala,كربلاء,حي الزيتون,KRB1149
1150,KRB,karbala,كربلاء,حي الامامين,KRB1150
1151,KRB,karbala,كربلاء,شارع سيد جودة,KRB1151
1152,KRB,karbala,كربلاء,الروضتين,KRB1152
1153,KRB,karbala,كربلاء,سوق الحبوبي,KRB1153
1154,KRB,karbala,كربلاء,الحي الصناعي,KRB1154
1155,KRB,karbala,كربلاء,حي الجوادين,KRB1155
1156,KRB,karbala,كربلاء,حي المهندسين,KRB1156
1157,KRB,karbala,كربلاء,حي الانتفاضة الاولى,KRB1157
1158,KRB,karbala,كربلاء,العباسية الشرقية الثانية,KRB1158
1159,KRB,karbala,كربلاء,المحيط,KRB1159
1160,KRB,karbala,كربلاء,الكمالية,KRB1160
1161,KRB,karbala,كربلاء,حي القدس,KRB1161
1162,KRB,karbala,كربلاء,الطريق الحولي,KRB1162
1163,KRB,karbala,كربلاء,سيدة رقية,KRB1163
1164,KRB,karbala,كربلاء,حي الامل,KRB1164
1165,KRB,karbala,كربلاء,حي الايطارات,KRB1165
1166,KRB,karbala,كربلاء,حي الاساتذة,KRB1166
1167,KRB,karbala,كربلاء,المخيم,KRB1167
1168,KRB,karbala,كربلاء,منطقة الطاقة,KRB1168
1169,KRB,karbala,كربلاء,الانصار,KRB1169
1170,KRB,karbala,كربلاء,البناء الجاهز,KRB1170
1171,KRB,karbala,كربلاء,شارع الجمهورية,KRB1171
1172,KRB,karbala,كربلاء,شهداء سيف سعد,KRB1172
1173,KRB,karbala,كربلاء,شارع السناتر,KRB1173
1174,KRB,karbala,كربلاء,حي الجامعة,KRB1174
1175,KRB,karbala,كربلاء,قرية البوحميد,KRB1175
1176,KRB,karbala,كربلاء,درة كربلاء,KRB1176
1177,KRB,karbala,كربلاء,النخيب,KRB1177
1178,KRB,karbala,كربلاء,مطار كربلاء,KRB1178
1179,KRB,karbala,كربلاء,الرزازة,KRB1179
1180,KRB,karbala,كربلاء,الحرية,KRB1180
1181,KRB,karbala,كربلاء,سيد الاوصياء,KRB1181
1182,KRB,karbala,كربلاء,الانتفاضة الثانية,KRB1182
1183,KRB,karbala,كربلاء,البهادلية,KRB1183
1184,KRB,karbala,كربلاء,حي الاطارات,KRB1184
1185,KRB,karbala,كربلاء,حي الجاير,KRB1185
1186,KRB,karbala,كربلاء,حي التربية,KRB1186
1187,KRB,karbala,كربلاء,فريحة,KRB1187
1188,KRB,karbala,كربلاء,حي الشهد,KRB1188
1189,KRB,karbala,كربلاء,مصفى نفط كربلاء,KRB1189
1190,KRB,karbala,كربلاء,حي الصحفيين,KRB1190
1191,KRB,karbala,كربلاء,العلوة القديمة,KRB1191
1192,KRB,karbala,كربلاء,شارع المدرسي,KRB1192
1193,KRB,karbala,كربلاء,حي الثورة,KRB1193
1194,KRB,karbala,كربلاء,شارع الحداد,KRB1194
1195,KRB,karbala,كربلاء,شارع المحافظ القديم,KRB1195
1196,KRB,karbala,كربلاء,حي الزهور,KRB1196
1197,KRB,karbala,كربلاء,حي الاصلاح,KRB1197
1198,KRB,karbala,كربلاء,بدعة اسود,KRB1198
1199,KRB,karbala,كربلاء,حي اللايح,KRB1199
1200,KRB,karbala,كربلاء,شارع السدرة,KRB1200
1201,KRB,karbala,كربلاء,شارع العلقمي,KRB1201
1202,KRB,karbala,كربلاء,شارع المحافظة,KRB1202
1203,KRB,karbala,كربلاء,عرعر,KRB1203
1204,KRB,karbala,كربلاء,مجمع الدرة السكني,KRB1204
1205,KRB,karbala,كربلاء,البراميه,KRB1205
1206,KRB,karbala,كربلاء,حي اليرموك,KRB1206
1207,KRB,karbala,كربلاء,الجرية,KRB1207
1208,KRB,karbala,كربلاء,حي المعملجي,KRB1208
1209,KRB,karbala,كربلاء,حي الايمان,KRB1209
1210,KRB,karbala,كربلاء,كربلاء الجديدة,KRB1210
1211,KRB,karbala,كربلاء,حي التركمان,KRB1211
1212,KRB,karbala,كربلاء,حي الكامل,KRB1212
1213,KRB,karbala,كربلاء,قنطرة البيضاء,KRB1213
1214,KRB,karbala,كربلاء,خان الربع,KRB1214
1215,KRB,karbala,كربلاء,السعدية,KRB1215
1216,KRB,karbala,كربلاء,سيد اسماعيل,KRB1216
1217,KRB,karbala,كربلاء,حي التعليب,KRB1217
1218,KRB,karbala,كربلاء,عرب صالح,KRB1218
1219,KRB,karbala,كربلاء,باب القبلة,KRB1219
1220,KRB,karbala,كربلاء,باب السلالمة,KRB1220
1221,KRB,karbala,كربلاء,الاخيضر,KRB1221
1222,KRB,karbala,كربلاء,خمسينات,KRB1222
1223,KRB,karbala,كربلاء,الروفة,KRB1223
1224,KRB,karbala,كربلاء,الحيدرية,KRB1224
1225,KRB,karbala,كربلاء,سومر,KRB1225
1226,KRB,karbala,كربلاء,المدينة القديمة,KRB1226
1227,KRB,karbala,كربلاء,قرية الشريعة,KRB1227
1228,KRB,karbala,كربلاء,حي الحجة,KRB1228
1229,KRB,karbala,كربلاء,الاسكان العسكري,KRB1229
1230,KRB,karbala,كربلاء,غير محدد,other
1231,KRB,karbala,كربلاء,عمود 540,KRB1231
1232,KRB,karbala,كربلاء,مستشفى الكفيل,KRB1232
1233,KRB,karbala,كربلاء,حي الحوراء,KRB1233
1234,KRB,karbala,كربلاء,جامعه اهل البيت,KRB1234
1235,KRB,karbala,كربلاء,مستشفى الحسيني,KRB1235
1236,KRB,karbala,كربلاء,مستشفى الاطفال,KRB1236
1237,KRB,karbala,كربلاء,البارودي,KRB1237
1238,KRB,karbala,كربلاء,مجمع الغدير,KRB1238
1239,KRB,karbala,كربلاء,مجمع الغدير,KRB1239
1240,KRB,karbala,كربلاء,فندق البارون,KRB1240
1241,KRB,karbala,كربلاء,الجمعيه سيد الاسعار,KRB1241
1242,KRB,karbala,كربلاء,الجمعيه,KRB1242
1243,KRB,karbala,كربلاء,صحاري كربلاء,KRB1243
1244,BBL,babel,بابل الحلة,الحلة,BBL1244
1245,BBL,babel,بابل الحلة,المحاويل,BBL1245
1246,BBL,babel,بابل الحلة,المسيب,BBL1246
1247,BBL,babel,بابل الحلة,الهاشمية,BBL1247
1248,BBL,babel,بابل الحلة,الحمزة الغربي,BBL1248
1249,BBL,babel,بابل الحلة,المدحتية,BBL1249
1250,BBL,babel,بابل الحلة,القاسم,BBL1250
1251,BBL,babel,بابل الحلة,جامعة بابل,BBL1251
1252,BBL,babel,بابل الحلة,الكفل,BBL1252
1253,BBL,babel,بابل الحلة,الجفل,BBL1253
1254,BBL,babel,بابل الحلة,معارض النجف,BBL1254
1255,BBL,babel,بابل الحلة,بني مسلم,BBL1255
1256,BBL,babel,بابل الحلة,النبي ايوب,BBL1256
1257,BBL,babel,بابل الحلة,الرارنجية,BBL1257
1258,BBL,babel,بابل الحلة,الجمعية,BBL1258
1259,BBL,babel,بابل الحلة,شارع 40,BBL1259
1260,BBL,babel,بابل الحلة,شارع 60,BBL1260
1261,BBL,babel,بابل الحلة,المحاربين,BBL1261
1262,BBL,babel,بابل الحلة,الكرامة,BBL1262
1263,BBL,babel,بابل الحلة,حي الامام,BBL1263
1264,BBL,babel,بابل الحلة,شارع 80,BBL1264
1265,BBL,babel,بابل الحلة,نادر,BBL1265
1266,BBL,babel,بابل الحلة,التاجية,BBL1266
1267,BBL,babel,بابل الحلة,حي العسكري / الحلة,BBL1267
1268,BBL,babel,بابل الحلة,حي العسكري / القاسم,BBL1268
1269,BBL,babel,بابل الحلة,حي العسكري / المسيب,BBL1269
1270,BBL,babel,بابل الحلة,حي العسكري / الكفل,BBL1270
1271,BBL,babel,بابل الحلة,شارع 30,BBL1271
1272,BBL,babel,بابل الحلة,السادة البو خطة,BBL1272
1273,BBL,babel,بابل الحلة,حي الشهداء,BBL1273
1274,BBL,babel,بابل الحلة,مجسر الثورة,BBL1274
1275,BBL,babel,بابل الحلة,حي الحكام,BBL1275
1276,BBL,babel,بابل الحلة,حي الطيارة,BBL1276
1277,BBL,babel,بابل الحلة,مقام رد الشمس,BBL1277
1278,BBL,babel,بابل الحلة,بابل حسين,BBL1278
1279,BBL,babel,بابل الحلة,جسر بتة,BBL1279
1280,BBL,babel,بابل الحلة,حي الصحة,BBL1280
1281,BBL,babel,بابل الحلة,وردية داخل,BBL1281
1282,BBL,babel,بابل الحلة,وردية خارج,BBL1282
1283,BBL,babel,بابل الحلة,شارع الاطباء,BBL1283
1284,BBL,babel,بابل الحلة,شارع الامام علي,BBL1284
1285,BBL,babel,بابل الحلة,الشاوي,BBL1285
1286,BBL,babel,بابل الحلة,حي الزهراء,BBL1286
1287,BBL,babel,بابل الحلة,السوق الكبير,BBL1287
1288,BBL,babel,بابل الحلة,البكرلي,BBL1288
1289,BBL,babel,بابل الحلة,الجزائر,BBL1289
1290,BBL,babel,بابل الحلة,الخصروية,BBL1290
1291,BBL,babel,بابل الحلة,باب المشهد,BBL1291
1292,BBL,babel,بابل الحلة,سيطرة الوزير,BBL1292
1293,BBL,babel,بابل الحلة,سعد بيجو,BBL1293
1294,BBL,babel,بابل الحلة,كريطعة,BBL1294
1295,BBL,babel,بابل الحلة,جسر الهنود,BBL1295
1296,BBL,babel,بابل الحلة,الجمجمة,BBL1296
1297,BBL,babel,بابل الحلة,مرانة,BBL1297
1298,BBL,babel,بابل الحلة,سوير الغربي,BBL1298
1299,BBL,babel,بابل الحلة,المدهش,BBL1299
1300,BBL,babel,بابل الحلة,سيف سعد,BBL1300
1301,BBL,babel,بابل الحلة,الثورة,BBL1301
1302,BBL,babel,بابل الحلة,ابو خستاوي,BBL1302
1303,BBL,babel,بابل الحلة,ابو غرق,BBL1303
1304,BBL,babel,بابل الحلة,المهناوية,BBL1304
1305,BBL,babel,بابل الحلة,المالح,BBL1305
1306,BBL,babel,بابل الحلة,الرغيلة,BBL1306
1307,BBL,babel,بابل الحلة,العنانة,BBL1307
1308,BBL,babel,بابل الحلة,سنجار,BBL1308
1309,BBL,babel,بابل الحلة,النخيلة الغربية,BBL1309
1310,BBL,babel,بابل الحلة,العلوية الشريفة,BBL1310
1311,BBL,babel,بابل الحلة,عوفي,BBL1311
1312,BBL,babel,بابل الحلة,بني سالة,BBL1312
1313,BBL,babel,بابل الحلة,السادة الزركام,BBL1313
1314,BBL,babel,بابل الحلة,طفيل,BBL1314
1315,BBL,babel,بابل الحلة,الطهمازية,BBL1315
1316,BBL,babel,بابل الحلة,المعلمين,BBL1316
1317,BBL,babel,بابل الحلة,الاكرمية,BBL1317
1318,BBL,babel,بابل الحلة,الحصوة,BBL1318
1319,BBL,babel,بابل الحلة,الاسكندرية,BBL1319
1320,BBL,babel,بابل الحلة,الدائرة,BBL1320
1321,BBL,babel,بابل الحلة,الميلحة,BBL1321
1322,BBL,babel,بابل الحلة,طريق كربلاء المسيب,BBL1322
1323,BBL,babel,بابل الحلة,الصياحية,BBL1323
1324,BBL,babel,بابل الحلة,برنون,BBL1324
1325,BBL,babel,بابل الحلة,كوين بارك,BBL1325
1326,BBL,babel,بابل الحلة,سيطرة الاثار,BBL1326
1327,BBL,babel,بابل الحلة,الفندية,BBL1327
1328,BBL,babel,بابل الحلة,الخاتونية,BBL1328
1329,BBL,babel,بابل الحلة,البو علوان,BBL1329
1330,BBL,babel,بابل الحلة,ناحية الامام,BBL1330
1331,BBL,babel,بابل الحلة,الصباغية,BBL1331
1332,BBL,babel,بابل الحلة,سدة الهندية,BBL1332
1333,BBL,babel,بابل الحلة,الطاهرية,BBL1333
1334,BBL,babel,بابل الحلة,جبلة,BBL1334
1335,BBL,babel,بابل الحلة,الرشايد,BBL1335
1336,BBL,babel,بابل الحلة,مدينة الامام الباقر,BBL1336
1337,BBL,babel,بابل الحلة,جسر 11,BBL1337
1338,BBL,babel,بابل الحلة,جنة الفرات,BBL1338
1339,BBL,babel,بابل الحلة,محطة العمران,BBL1339
1340,BBL,babel,بابل الحلة,الشوملي,BBL1340
1341,BBL,babel,بابل الحلة,الدبلة,BBL1341
1342,BBL,babel,بابل الحلة,السياحي,BBL1342
1343,BBL,babel,بابل الحلة,الخميسية,BBL1343
1344,BBL,babel,بابل الحلة,الخضرية,BBL1344
1345,BBL,babel,بابل الحلة,شركة الرنا,BBL1345
1346,BBL,babel,بابل الحلة,حي الجامعة,BBL1346
1347,BBL,babel,بابل الحلة,الاساتذة,BBL1347
1348,BBL,babel,بابل الحلة,اليوسفية,BBL1348
1349,BBL,babel,بابل الحلة,المهندسين,BBL1349
1350,BBL,babel,بابل الحلة,شارع المكتبات,BBL1350
1351,BBL,babel,بابل الحلة,الكفاءات,BBL1351
1352,BBL,babel,بابل الحلة,الطليعة,BBL1352
1353,BBL,babel,بابل الحلة,الشارع السياحي,BBL1353
1354,BBL,babel,بابل الحلة,حي العسكري / الاسكندرية,BBL1354
1355,BBL,babel,بابل الحلة,الاسكان,BBL1355
1356,BBL,babel,بابل الحلة,حي المعلمين,BBL1356
1357,BBL,babel,بابل الحلة,ناحية النيل,BBL1357
1358,BBL,babel,بابل الحلة,الحكانية,BBL1358
1359,BBL,babel,بابل الحلة,معيميرة,BBL1359
1360,BBL,babel,بابل الحلة,الطريق السريع,BBL1360
1361,BBL,babel,بابل الحلة,مجسر شهداء نادر,BBL1361
1362,BBL,babel,بابل الحلة,حي الامير,BBL1362
1363,BBL,babel,بابل الحلة,محيزم,BBL1363
1364,BBL,babel,بابل الحلة,نادر الثالثة,BBL1364
1365,BBL,babel,بابل الحلة,العتياج,BBL1365
1366,BBL,babel,بابل الحلة,النزيزة,BBL1366
1367,BBL,babel,بابل الحلة,حي المعلمين الثالثة,BBL1367
1368,BBL,babel,بابل الحلة,حي بابل,BBL1368
1369,BBL,babel,بابل الحلة,نادر الاولى,BBL1369
1370,BBL,babel,بابل الحلة,نادر الثانية,BBL1370
1371,BBL,babel,بابل الحلة,القرية العصرية,BBL1371
1372,BBL,babel,بابل الحلة,باب الحسين,BBL1372
1373,BBL,babel,بابل الحلة,الاكرمين,BBL1373
1374,BBL,babel,بابل الحلة,شارع ام البنين,BBL1374
1375,BBL,babel,بابل الحلة,مويلحه,BBL1375
1376,BBL,babel,بابل الحلة,قضاء كوثى,BBL1376
1377,BBL,babel,بابل الحلة,الامين,BBL1377
1378,BBL,babel,بابل الحلة,شارع 100,BBL1378
1379,BBL,babel,بابل الحلة,غير محدد,other
1380,BBL,babel,بابل الحلة,حي الانتصار,BBL1380
1381,BBL,babel,بابل الحلة,البدع,BBL1381
1382,BBL,babel,بابل الحلة,حي النسيج,BBL1382
1383,BBL,babel,بابل الحلة,حي المصطفى,BBL1383
1384,BBL,babel,بابل الحلة,مصطفى راغب,BBL1384
1385,BBL,babel,بابل الحلة,الماشطة,BBL1385
1386,BBL,babel,بابل الحلة,حي الضباط,BBL1386
1387,BBL,babel,بابل الحلة,مستشفى مرجان,BBL1387
1388,BBL,babel,بابل الحلة,مستشفى النور,BBL1388
1389,BBL,babel,بابل الحلة,مستشفى الحلة,BBL1389
1390,BBL,babel,بابل الحلة,جامعة المستقبل,BBL1390
1391,BBL,babel,بابل الحلة,جامعة الإمام الكاظم,BBL1391
1392,BBL,babel,بابل الحلة,كلية الحلة الجامعة,BBL1392
1393,BBL,babel,بابل الحلة,التعيس,BBL1393
1394,BBL,babel,بابل الحلة,حي المرتضى,BBL1394
1395,BBL,babel,بابل الحلة,شارع الري,BBL1395
1396,BBL,babel,بابل الحلة,مستشفى الفيحاء,BBL1396
1397,BBL,babel,بابل الحلة,مسشتفى التركي,BBL1397
1398,BBL,babel,بابل الحلة,حي الصدريين,BBL1398
1399,BBL,babel,بابل الحلة,شارع الطاقة,BBL1399
1400,BBL,babel,بابل الحلة,الامام عون,BBL1400
1401,BBL,babel,بابل الحلة,زوير الغربي,BBL1401
1402,BBL,babel,بابل الحلة,عنانة,BBL1402
1403,BBL,babel,بابل الحلة,العتايج,BBL1403
1404,BBL,babel,بابل الحلة,انوار بابل,BBL1404
1405,BBL,babel,بابل الحلة,بستان الحلو,BBL1405
1406,BBL,babel,بابل الحلة,كراج الموحد,BBL1406
1407,DWN,diwania,الديوانية,الشامية,DWN1407
1408,DWN,diwania,الديوانية,السنية,DWN1408
1409,DWN,diwania,الديوانية,الشافعية,DWN1409
1410,DWN,diwania,الديوانية,الدغارة,DWN1410
1411,DWN,diwania,الديوانية,غماس,DWN1411
1412,DWN,diwania,الديوانية,الصلاحية,DWN1412
1413,DWN,diwania,الديوانية,عفك,DWN1413
1414,DWN,diwania,الديوانية,البدير,DWN1414
1415,DWN,diwania,الديوانية,سومر,DWN1415
1416,DWN,diwania,الديوانية,نفرر,DWN1416
1417,DWN,diwania,الديوانية,الحمزة الشرقي,DWN1417
1418,DWN,diwania,الديوانية,السدير,DWN1418
1419,DWN,diwania,الديوانية,الشنافية,DWN1419
1420,DWN,diwania,الديوانية,المهناوية,DWN1420
1421,DWN,diwania,الديوانية,حي رمضان,DWN1421
1422,DWN,diwania,الديوانية,حي الميكانيك,DWN1422
1423,DWN,diwania,الديوانية,حي الجزائر,DWN1423
1424,DWN,diwania,الديوانية,ام الخيل,DWN1424
1425,DWN,diwania,الديوانية,العروبة,DWN1425
1426,DWN,diwania,الديوانية,الحضارة,DWN1426
1427,DWN,diwania,الديوانية,حي العسكري,DWN1427
1428,DWN,diwania,الديوانية,حي التقية,DWN1428
1429,DWN,diwania,الديوانية,حي الجمعية الاولى,DWN1429
1430,DWN,diwania,الديوانية,حي الجمعية الثانية,DWN1430
1431,DWN,diwania,الديوانية,حي الجمهوري,DWN1431
1432,DWN,diwania,الديوانية,الاسكان,DWN1432
1433,DWN,diwania,الديوانية,الاسكان القديم,DWN1433
1434,DWN,diwania,الديوانية,حي رفعت,DWN1434
1435,DWN,diwania,الديوانية,الخصيمة,DWN1435
1436,DWN,diwania,الديوانية,حي الغدير,DWN1436
1437,DWN,diwania,الديوانية,حي خيري,DWN1437
1438,DWN,diwania,الديوانية,حي الشرطة,DWN1438
1439,DWN,diwania,الديوانية,حي الفرات,DWN1439
1440,DWN,diwania,الديوانية,حي الزيتون,DWN1440
1441,DWN,diwania,الديوانية,حي ال حمد,DWN1441
1442,DWN,diwania,الديوانية,حي الوحدة,DWN1442
1443,DWN,diwania,الديوانية,شارع العلاوي,DWN1443
1444,DWN,diwania,الديوانية,حي النهضة,DWN1444
1445,DWN,diwania,الديوانية,حي الصدر الرابع,DWN1445
1446,DWN,diwania,الديوانية,حي الضباط,DWN1446
1447,DWN,diwania,الديوانية,حي الامام الصادق,DWN1447
1448,DWN,diwania,الديوانية,حي المتقاعدين,DWN1448
1449,DWN,diwania,الديوانية,حي الجامعة,DWN1449
1450,DWN,diwania,الديوانية,شارع الضباط,DWN1450
1451,DWN,diwania,الديوانية,مجمع الزيتون,DWN1451
1452,DWN,diwania,الديوانية,شارع معمل الغاز,DWN1452
1453,DWN,diwania,الديوانية,حي الحكيم,DWN1453
1454,DWN,diwania,الديوانية,شارع الاطارات,DWN1454
1455,DWN,diwania,الديوانية,شارع 60,DWN1455
1456,DWN,diwania,الديوانية,حي الزهراء,DWN1456
1457,DWN,diwania,الديوانية,شارع سالم,DWN1457
1458,DWN,diwania,الديوانية,حي العصري,DWN1458
1459,DWN,diwania,الديوانية,جسر النجف,DWN1459
1460,DWN,diwania,الديوانية,الجلبية,DWN1460
1461,DWN,diwania,الديوانية,حي المعلمين,DWN1461
1462,DWN,diwania,الديوانية,سوق ابو جمبغ,DWN1462
1463,DWN,diwania,الديوانية,شارع الاورزدي القديم,DWN1463
1464,DWN,diwania,الديوانية,الدير,DWN1464
1465,DWN,diwania,الديوانية,الحولي,DWN1465
1466,DWN,diwania,الديوانية,سوق المكتبات,DWN1466
1467,DWN,diwania,الديوانية,الصدر الاول,DWN1467
1468,DWN,diwania,الديوانية,الجمهورية,DWN1468
1469,DWN,diwania,الديوانية,حي الثقلين,DWN1469
1470,DWN,diwania,الديوانية,الصوب الصغير,DWN1470
1471,DWN,diwania,الديوانية,الصدر الثالثة,DWN1471
1472,DWN,diwania,الديوانية,شارع الثورة,DWN1472
1473,DWN,diwania,الديوانية,طريق السينية,DWN1473
1474,DWN,diwania,الديوانية,طريق الحمزة السياحي,DWN1474
1475,DWN,diwania,الديوانية,العروبة الثالثة,DWN1475
1476,DWN,diwania,الديوانية,دور النسيج,DWN1476
1477,DWN,diwania,الديوانية,حي الامين,DWN1477
1478,DWN,diwania,الديوانية,الجمعية,DWN1478
1479,DWN,diwania,الديوانية,حي النهضة الثالثة,DWN1479
1480,DWN,diwania,الديوانية,العروبة الاولى,DWN1480
1481,DWN,diwania,الديوانية,قرية العطاء,DWN1481
1482,DWN,diwania,الديوانية,ناحية عبدالله,DWN1482
1483,DWN,diwania,الديوانية,الفاضلية,DWN1483
1484,DWN,diwania,الديوانية,حي الصدر الثانية,DWN1484
1485,DWN,diwania,الديوانية,شارع المواكب,DWN1485
1486,DWN,diwania,الديوانية,الناذرية,DWN1486
1487,DWN,diwania,الديوانية,الحمد,DWN1487
1488,DWN,diwania,الديوانية,شارع المطاط,DWN1488
1489,DWN,diwania,الديوانية,حي الضباط الثانية,DWN1489
1490,DWN,diwania,الديوانية,العروبة الثانية,DWN1490
1491,DWN,diwania,الديوانية,التقية الثالثة,DWN1491
1492,DWN,diwania,الديوانية,الصناعي,DWN1492
1493,DWN,diwania,الديوانية,التحدي,DWN1493
1494,DWN,diwania,الديوانية,دور المهجرين,DWN1494
1495,DWN,diwania,الديوانية,ام الخيل الرابعة,DWN1495
1496,DWN,diwania,الديوانية,حي الاحتفالات,DWN1496
1497,DWN,diwania,الديوانية,شارع الوكفة,DWN1497
1498,DWN,diwania,الديوانية,دور السيد محمد,DWN1498
1499,DWN,diwania,الديوانية,التأميم,DWN1499
1500,DWN,diwania,الديوانية,اهل الشط,DWN1500
1501,DWN,diwania,الديوانية,الجديدة,DWN1501
1502,DWN,diwania,الديوانية,سوق التجار,DWN1502
1503,DWN,diwania,الديوانية,شارع الاطباء,DWN1503
1504,DWN,diwania,الديوانية,الجته,DWN1504
1505,DWN,diwania,الديوانية,حي الحسين,DWN1505
1506,DWN,diwania,الديوانية,شارع المصورين,DWN1506
1507,DWN,diwania,الديوانية,الصوب الكبير,DWN1507
1508,DWN,diwania,الديوانية,حي العامل,DWN1508
1509,DWN,diwania,الديوانية,حي الابرار,DWN1509
1510,DWN,diwania,الديوانية,التقنية الثالثة,DWN1510
1511,DWN,diwania,الديوانية,ناحية النصر,DWN1511
1512,DWN,diwania,الديوانية,نصيفة,DWN1512
1513,DWN,diwania,الديوانية,شارع 30,DWN1513
1514,DWN,diwania,الديوانية,طريق بغداد,DWN1514
1515,DWN,diwania,الديوانية,الحمران,DWN1515
1516,DWN,diwania,الديوانية,حي الاساتذة,DWN1516
1517,DWN,diwania,الديوانية,التسفيرات,DWN1517
1518,DWN,diwania,الديوانية,السراي,DWN1518
1519,DWN,diwania,الديوانية,حي التقاعد,DWN1519
1520,DWN,diwania,الديوانية,الاكاديمية,DWN1520
1521,DWN,diwania,الديوانية,التقية الثانية,DWN1521
1522,DWN,diwania,الديوانية,الجامعة الاسلامية,DWN1522
1523,DWN,diwania,الديوانية,الشموس,DWN1523
1524,DWN,diwania,الديوانية,الفلكة الجدارية,DWN1524
1525,DWN,diwania,الديوانية,جامع الحكيم,DWN1525
1526,DWN,diwania,الديوانية,جامعة الامام الكاضم,DWN1526
1527,DWN,diwania,الديوانية,جامعة القادسية,DWN1527
1528,DWN,diwania,الديوانية,حولي الجامعة,DWN1528
1529,DWN,diwania,الديوانية,حي الانصار,DWN1529
1530,DWN,diwania,الديوانية,دور الضباط,DWN1530
1531,DWN,diwania,الديوانية,سوق هرج,DWN1531
1532,DWN,diwania,الديوانية,سيد محيل,DWN1532
1533,DWN,diwania,الديوانية,شارع البستان,DWN1533
1534,DWN,diwania,الديوانية,شارع الكوام,DWN1534
1535,DWN,diwania,الديوانية,شارع ام حميد,DWN1535
1536,DWN,diwania,الديوانية,طريق الدغارة,DWN1536
1537,DWN,diwania,الديوانية,عبدالله ابو نجم,DWN1537
1538,DWN,diwania,الديوانية,فلكة الساعة,DWN1538
1539,DWN,diwania,الديوانية,فلكة العلماء,DWN1539
1540,DWN,diwania,الديوانية,قرية سيد علي,DWN1540
1541,DWN,diwania,الديوانية,كلية الطب,DWN1541
1542,DWN,diwania,الديوانية,مستشفى الاطفال,DWN1542
1543,DWN,diwania,الديوانية,مستشفى الحروق,DWN1543
1544,DWN,diwania,الديوانية,مستشفى العام,DWN1544
1545,DWN,diwania,الديوانية,ملعب الاتفاق,DWN1545
1546,DWN,diwania,الديوانية,مول الطاهر,DWN1546
1547,DWN,diwania,الديوانية,نزلت الشيخ سامي,DWN1547
1548,DWN,diwania,الديوانية,غير محدد,other
1549,DWN,diwania,الديوانية,حي السراي,DWN1549
1550,DWN,diwania,الديوانية,الدغارة,DWN1550
1551,DWN,diwania,الديوانية,سومر,DWN1551
1552,DWN,diwania,الديوانية,عفك,DWN1552
1553,NJF,najaf,النجف,الحيدرية,NJF1553
1554,NJF,najaf,النجف,الشبكة,NJF1554
1555,NJF,najaf,النجف,الرضوية,NJF1555
1556,NJF,najaf,النجف,بانيقيا,NJF1556
1557,NJF,najaf,النجف,الكوفة,NJF1557
1558,NJF,najaf,النجف,العباسية,NJF1558
1559,NJF,najaf,النجف,الحرية,NJF1559
1560,NJF,najaf,النجف,المناذرة,NJF1560
1561,NJF,najaf,النجف,الحيرة,NJF1561
1562,NJF,najaf,النجف,القادسية,NJF1562
1563,NJF,najaf,النجف,المشخاب,NJF1563
1564,NJF,najaf,النجف,حي كندا,NJF1564
1565,NJF,najaf,النجف,حي المتني,NJF1565
1566,NJF,najaf,النجف,سهلة,NJF1566
1567,NJF,najaf,النجف,17 تموز,NJF1567
1568,NJF,najaf,النجف,حي الرحمة,NJF1568
1569,NJF,najaf,النجف,حي ابو طالب,NJF1569
1570,NJF,najaf,النجف,حي المهندسين,NJF1570
1571,NJF,najaf,النجف,حي النصر,NJF1571
1572,NJF,najaf,النجف,حي الميلاد,NJF1572
1573,NJF,najaf,النجف,خان النص,NJF1573
1574,NJF,najaf,النجف,الندى,NJF1574
1575,NJF,najaf,النجف,الحولي,NJF1575
1576,NJF,najaf,النجف,قرية الغدير,NJF1576
1577,NJF,najaf,النجف,حي العسكري,NJF1577
1578,NJF,najaf,النجف,حي المكرمة,NJF1578
1579,NJF,najaf,النجف,الانصار,NJF1579
1580,NJF,najaf,النجف,القدس,NJF1580
1581,NJF,najaf,النجف,شارع المثنى,NJF1581
1582,NJF,najaf,النجف,حي السعد,NJF1582
1583,NJF,najaf,النجف,حي عدن,NJF1583
1584,NJF,najaf,النجف,حي الشرطة,NJF1584
1585,NJF,najaf,النجف,مجمعات حي النداء,NJF1585
1586,NJF,najaf,النجف,حولي خان النص,NJF1586
